98133000,98133100,1.25
98133000,98133110,1.25
37423000,37423200,1.1666666
37423000,37423300,1.1666666
37423000,37423100,1.1666666
90524000,90524100,1.125
90524000,90524300,1.125
90524000,90524200,1.125
90524000,90524400,1.125
45252000,45252100,1.0555556
45252000,45252300,1.0555556
45252000,45252200,1.0555556
45252000,45252110,1.0555556
45252000,45252120,1.0555556
45252000,45252140,1.0555556
45252000,45252130,1.0555556
45252000,45252150,1.0555556
45252000,45252210,1.0555556
35641000,35641100,1.5
45212000,45212500,1.0185186
45212000,45212200,1.0185186
45212000,45212100,1.0185186
45212000,45212300,1.0185186
45212000,45212400,1.0185186
45212000,45212600,1.0185186
45212000,45212210,1.0185186
45212000,45212220,1.0185186
45212000,45212230,1.0185186
45212000,45212290,1.0185186
45212000,45212120,1.0185186
45212000,45212130,1.0185186
45212000,45212110,1.0185186
45212000,45212160,1.0185186
45212000,45212170,1.0185186
45212000,45212140,1.0185186
45212000,45212150,1.0185186
45212000,45212180,1.0185186
45212000,45212190,1.0185186
45212000,45212360,1.0185186
45212000,45212340,1.0185186
45212000,45212350,1.0185186
45212000,45212310,1.0185186
45212000,45212330,1.0185186
45212000,45212320,1.0185186
45212000,45212410,1.0185186
45212000,45212420,1.0185186
18221000,18221300,1.1666666
18221000,18221200,1.1666666
18221000,18221100,1.1666666
71322000,71322200,1.1
71322000,71322300,1.1
71322000,71322500,1.1
71322000,71322400,1.1
71322000,71322100,1.1
35621000,35621200,1.125
35621000,35621100,1.125
35621000,35621300,1.125
35621000,35621400,1.125
34740000,34741000,1.0714285
34740000,34741600,1.0714285
34740000,34741400,1.0714285
34740000,34741300,1.0714285
34740000,34741100,1.0714285
34740000,34741200,1.0714285
34740000,34741500,1.0714285
79311200,79311210,1.5
79211100,79211110,1.25
79211100,79211120,1.25
30194800,30194810,1.25
30194800,30194820,1.25
45252100,45252110,1.1
45252100,45252120,1.1
45252100,45252140,1.1
45252100,45252130,1.1
45252100,45252150,1.1
43410000,43414000,1.0714285
43410000,43412000,1.0714285
43410000,43415000,1.0714285
43410000,43413000,1.0714285
43410000,43411000,1.0714285
43410000,43414100,1.0714285
43410000,43413100,1.0714285
79972000,79972100,1.5
98513300,98513310,1.5
34700000,34740000,0.7638889
34700000,34720000,0.7638889
34700000,34710000,0.7638889
34700000,34730000,0.7638889
34700000,34741000,1.0138888
34700000,34741600,1.0138888
34700000,34741400,1.0138888
34700000,34741300,1.0138888
34700000,34741100,1.0138888
34700000,34741200,1.0138888
34700000,34741500,1.0138888
34700000,34722000,1.0138888
34700000,34721000,1.0138888
34700000,34722100,1.0138888
34700000,34722200,1.0138888
34700000,34721100,1.0138888
34700000,34711000,1.0138888
34700000,34712000,1.0138888
34700000,34711100,1.0138888
34700000,34711400,1.0138888
34700000,34711300,1.0138888
34700000,34711200,1.0138888
34700000,34711500,1.0138888
34700000,34711110,1.0138888
34700000,34712300,1.0138888
34700000,34712100,1.0138888
34700000,34712200,1.0138888
34700000,34731000,1.0138888
34700000,34731600,1.0138888
34700000,34731300,1.0138888
34700000,34731100,1.0138888
34700000,34731700,1.0138888
34700000,34731500,1.0138888
34700000,34731400,1.0138888
34700000,34731800,1.0138888
34700000,34731200,1.0138888
31216000,31216200,1.25
31216000,31216100,1.25
44611400,44611420,1.25
44611400,44611410,1.25
79952000,79952100,1.5
42122000,42122400,1.0217391
42122000,42122100,1.0217391
42122000,42122300,1.0217391
42122000,42122500,1.0217391
42122000,42122200,1.0217391
42122000,42122410,1.0217391
42122000,42122420,1.0217391
42122000,42122430,1.0217391
42122000,42122440,1.0217391
42122000,42122450,1.0217391
42122000,42122460,1.0217391
42122000,42122480,1.0217391
42122000,42122130,1.0217391
42122000,42122120,1.0217391
42122000,42122110,1.0217391
42122000,42122160,1.0217391
42122000,42122170,1.0217391
42122000,42122180,1.0217391
42122000,42122190,1.0217391
42122000,42122510,1.0217391
42122000,42122220,1.0217391
42122000,42122210,1.0217391
42122000,42122230,1.0217391
44511300,44511340,1.125
44511300,44511330,1.125
44511300,44511320,1.125
44511300,44511310,1.125
34953000,34953300,1.25
34953000,34953100,1.25
33912000,33912100,1.5
71222000,71222100,1.25
71222000,71222200,1.25
34134000,34134200,1.25
34134000,34134100,1.25
44211000,44211200,1.0833334
44211000,44211100,1.0833334
44211000,44211500,1.0833334
44211000,44211400,1.0833334
44211000,44211300,1.0833334
44211000,44211110,1.0833334
45252200,45252210,1.5
34620000,34621000,1.0555556
34620000,34622000,1.0555556
34620000,34621200,1.0555556
34620000,34621100,1.0555556
34620000,34622400,1.0555556
34620000,34622300,1.0555556
34620000,34622200,1.0555556
34620000,34622100,1.0555556
34620000,34622500,1.0555556
64214000,64214200,1.1666666
64214000,64214100,1.1666666
64214000,64214400,1.1666666
43310000,43311000,1.0384616
43310000,43314000,1.0384616
43310000,43315000,1.0384616
43310000,43312000,1.0384616
43310000,43313000,1.0384616
43310000,43316000,1.0384616
43310000,43312400,1.0384616
43310000,43312300,1.0384616
43310000,43312500,1.0384616
43310000,43312100,1.0384616
43310000,43312200,1.0384616
43310000,43313200,1.0384616
43310000,43313100,1.0384616
45212200,45212210,1.125
45212200,45212220,1.125
45212200,45212230,1.125
45212200,45212290,1.125
9331000,9331200,1.25
9331000,9331100,1.25
30215000,30215100,1.5
98113000,98113100,1.5
44211100,44211110,1.5
44111000,44111900,1.0357143
44111000,44111500,1.0357143
44111000,44111200,1.0357143
44111000,44111100,1.0357143
44111000,44111400,1.0357143
44111000,44111600,1.0357143
44111000,44111300,1.0357143
44111000,44111800,1.0357143
44111000,44111700,1.0357143
44111000,44111510,1.0357143
44111000,44111520,1.0357143
44111000,44111530,1.0357143
44111000,44111540,1.0357143
44111000,44111210,1.0357143
60650000,60651000,1.0625
60650000,60653000,1.0625
60650000,60651300,1.0625
60650000,60651100,1.0625
60650000,60651400,1.0625
60650000,60651600,1.0625
60650000,60651500,1.0625
60650000,60651200,1.0625
34520000,34521000,1.0277778
34520000,34522000,1.0277778
34520000,34521200,1.0277778
34520000,34521400,1.0277778
34520000,34521300,1.0277778
34520000,34521100,1.0277778
34520000,34522700,1.0277778
34520000,34522100,1.0277778
34520000,34522400,1.0277778
34520000,34522500,1.0277778
34520000,34522200,1.0277778
34520000,34522300,1.0277778
34520000,34522600,1.0277778
34520000,34522150,1.0277778
34520000,34522450,1.0277778
34520000,34522550,1.0277778
34520000,34522250,1.0277778
34520000,34522350,1.0277778
43210000,43211000,1.25
43210000,43212000,1.25
34500000,34510000,0.7583333
