000988-2011;;FR
000989-2011;;FR
000990-2011;;FR
000991-2011;PL41;PL
000992-2011;DEF0;DE
000993-2011;PL22;PL
000994-2011;DE71A;DE
000995-2011;;FR
000996-2011;FR10;FR
000997-2011;FR102;FR
000998-2011;DE71A;DE
000999-2011;PL41;PL
001000-2011;FR524;FR
001001-2011;FR824;FR
001002-2011;;FR
001003-2011;FR101;FR
001004-2011;;FR
001005-2011;FR103;FR
001006-2011;FR1;FR
001007-2011;FR101;FR
001008-2011;FR823;FR
001009-2011;FR101;FR
001010-2011;;FR
001011-2011;FR104;FR
001012-2011;FR823;FR
001013-2011;FR718;FR
001014-2011;;FR
001015-2011;;FR
001016-2011;;PL
001017-2011;PL31;PL
001018-2011;;FR
001019-2011;;PL
001020-2011;DE501;DE
001021-2011;DE212;DE
001022-2011;PL332;PL
001023-2011;;FR
001024-2011;;FR
001025-2011;FR;FR
001026-2011;;FR
001027-2011;;FR
001028-2011;FR815;FR
001029-2011;;FR
001030-2011;;FR
001031-2011;;FR
001032-2011;DE71A;DE
001033-2011;FR826;FR
001034-2011;FR826;FR
001035-2011;DE71A;DE
001036-2011;ITG25;IT
001037-2011;PL32;PL
001038-2011;;FR
001039-2011;;FR
001040-2011;FR105;FR
001041-2011;FR101;FR
001042-2011;;FR
001043-2011;;FR
001044-2011;;FR
001045-2011;;FR
001046-2011;FR101;FR
001047-2011;FR;FR
001048-2011;;PL
001049-2011;FR107;FR
001050-2011;;PL
001051-2011;FR101;FR
001052-2011;;ES
001053-2011;;ES
001054-2011;;PL
001055-2011;PT171;PT
001056-2011;PL613;PL
001057-2011;PL31;PL
001058-2011;;DE
001059-2011;PL31;PL
001060-2011;PL31;PL
001061-2011;PL31;PL
001062-2011;PL31;PL
001063-2011;;DE
001064-2011;;DE
001065-2011;DEA23;DE
001066-2011;HU101;HU
001067-2011;HU101;HU
001068-2011;HU101;HU
001069-2011;CZ032;CZ
001070-2011;AT34;AT
001071-2011;FR10;FR
001072-2011;ITC15;IT
001073-2011;AT33;AT
001074-2011;FR523;FR
001075-2011;;PT
001076-2011;AT33;AT
001077-2011;;PT
001078-2011;ITD20;IT
001079-2011;;PL
001080-2011;;ES
001081-2011;;ES
001082-2011;FR822;FR
001083-2011;FR822;FR
001084-2011;RO111;RO
001085-2011;RO321;RO
001086-2011;RO321;RO
001087-2011;RO321;RO
001088-2011;RO321;RO
001089-2011;RO321;RO
001090-2011;RO321;RO
001091-2011;RO321;RO
001092-2011;RO125;RO
001093-2011;RO;RO
001094-2011;RO321;RO
001095-2011;RO321;RO
001096-2011;;PL
001097-2011;;IT
001098-2011;;LT
001099-2011;;IT
001100-2011;PL41;PL
001101-2011;NL3;NL
001102-2011;;PL
001103-2011;;UK
001104-2011;PL22A;PL
001105-2011;UKN01;UK
001106-2011;IT;IT
001107-2011;PL1;PL
001108-2011;PL314;PL
001109-2011;UKH21;UK
001110-2011;;IT
001111-2011;;DE
001112-2011;;DE
001113-2011;BG421;BG
001114-2011;BG421;BG
001115-2011;NL;NL
001116-2011;CZ041;CZ
001117-2011;PL22;PL
001118-2011;;FR
001119-2011;;PL
001120-2011;AT33;AT
001121-2011;;PL
001122-2011;FR25;FR
001123-2011;;PL
001124-2011;;ES
001125-2011;;ES
001126-2011;;ES
001127-2011;ES;ES
001128-2011;DE145;DE
001129-2011;AT12;AT
001130-2011;AT12;AT
001131-2011;;AT
001132-2011;;NO
001133-2011;;NO
001134-2011;;CH
001135-2011;SE110;SE
001136-2011;AT12;AT
001137-2011;AT12;AT
001138-2011;AT12;AT
001139-2011;AT12;AT
001140-2011;FR813;FR
001141-2011;ITE11;IT
001142-2011;AT212;AT
001143-2011;DE254;DE
001144-2011;FR421;FR
001145-2011;DE732;DE
001146-2011;;SI
001147-2011;;FR
001148-2011;CY000;CY
001149-2011;CY000;CY
001150-2011;BG314;BG
001151-2011;BG321;BG
001152-2011;BG315;BG
001153-2011;BG323;BG
001154-2011;PL227;PL
001155-2011;;PL
001156-2011;PL114;PL
001157-2011;BG425;BG
001158-2011;HU23;HU
001159-2011;PL622;PL
001160-2011;CZ064;CZ
001161-2011;CZ010;CZ
001162-2011;GR122;GR
001163-2011;FR244;FR
001164-2011;PL514;PL
001165-2011;PL312;PL
001166-2011;PL331;PL
001167-2011;;ES
