30232130;"Colour graphics printers.";"30233234";"Colour graphics printers."
30232140;"Plotters.";"30233235";"Plotters."
30232600;"Encoders.";"30232600";"Encoders."
30232700;"Central controlling unit.";"30231210";"Central controlling unit."
30233000;"Media storage and reader devices.";"30233000";"Storage, input or output units."
30233100;"Computer storage units.";"30233100";"Computer storage units."
30233110;"Magnetic card storage units.";"30233110";"Magnetic card storage units."
30233120;"Magnetic tape storage units.";"30233120";"Magnetic tape storage units."
30233130;"Magnetic disk storage units.";"30233130";"Magnetic disk storage units."
30233131;"Floppy-disk drives.";"30233131";"Floppy-disk drives."
30233132;"Hard-disk drives.";"30233132";"Hard-disk drives."
30233140;"Direct-access storage devices (DASD).";"30233140";"Direct-access storage devices (DASD)."
30233141;"Redundant Array of Independent Disk (RAID).";"30233141";"Disk-storage system."
30233150;"Optical-disk drives.";"30231400";"Optical-disk system."
;"#N/A";"30233150";"Optical-disk drives."
30233151;"Compact disk (CD) reader and/or burner.";"32331400";"Compact disc players."
30233152;"Digital versatile disc (DVD) reader and/or burner.";"/";"/"
30233153;"Compact disk (CD) and digital versatile disk (DVD) reader and/or burner.";"/";"/"
30233160;"Tape streamers.";"30233160";"Tape streamers."
30233161;"Cassette-handling equipment.";"30232300";"Cassette-handling equipment."
30233170;"Carousel units.";"30232200";"Carousel units."
30233180;"Flash memory storage devices.";"/";"/"
30233190;"Disk controller.";"30235000";"Disk controller."
30233300;"Smart card readers.";"/";"/"
30233310;"Fingerprint readers.";"/";"/"
30233320;"Combined smart card and fingerprint readers.";"/";"/"
30234000;"Storage media.";"30233170";"Storage media."
30234100;"Magnetic disk.";"30233171";"Disks."
30234200;"Optical disks.";"30233171";"Disks."
;"#N/A";"30233172";"Optical disks."
30234300;"Compact disks (CDs).";"25263000";"Compact discs."
;;"30233171";"Disks."
30234400;"Digital versatile disks (DVDs).";"25263000";"Compact discs."
;"#N/A";"30233171";"Disks."
30234500;"Memory storage media.";"/";"/"
30234600;"Flash memory.";"/";"/"
30234700;"Magnetic tapes.";"30217330";"Magnetic tapes."
30236000;"Miscellaneous computer equipment.";"30232000";"Miscellaneous computer equipment."
;"#N/A";"30236000";"IT equipment."
30236100;"Memory-expansion equipment.";"30232400";"Memory-expansion equipment."
30236110;"Random access memory (RAM).";"/";"/"
30236111;"Dynamic random access memory (DRAM).";"/";"/"
30236112;"Static random access memory (SRAM).";"/";"/"
30236113;"Synchronous dynamic random access memory (SDRAM).";"/";"/"
30236114;"Rambus dynamic random access memory (RDRAM).";"/";"/"
30236115;"Synchronous graphic random access memory (SGRAM).";"/";"/"
30236120;"Read only memory (ROM).";"/";"/"
30236121;"Programmable read only memory (PROM).";"/";"/"
30236122;"Erasable programmable read only memory (EPROM).";"/";"/"
30236123;"Electronically erasable programmable read only memory (EEPROM).";"/";"/"
30236200;"Data-processing equipment.";"30232500";"Data-processing equipment."
30237000;"Parts, accessories and supplies for computers.";"30217000";"Parts, accessories and supplies for computers."
30237100;"Parts of computers.";"30217100";"Parts of computers."
30237110;"Network interfaces.";"30217110";"Network interfaces."
30237120;"Computer ports.";"30217120";"Computer ports."
30237121;"Serial infrared ports.";"/";"/"
30237130;"Computer cards.";"30217130";"Computer cards."
30237131;"Electronic cards.";"30217131";"Electronic cards."
30237132;"Universal Serial Bus (USB) Interfaces.";"/";"/"
30237133;"Personal Computer Memory Card International Association (PCMCIA) adaptors and interfaces.";"/";"/"
30237134;"Graphic accelerator cards.";"/";"/"
30237135;"Network interfaces cards.";"/";"/"
30237136;"Audio cards.";"/";"/"
30237140;"Motherboards.";"/";"/"
30237200;"Computer accessories.";"30217200";"Computer accessories."
30237210;"Anti-glare screens.";"30217210";"Anti-glare screens."
30237220;"Mousepads.";"30217220";"Mousepads."
30237230;"Caches.";"30217230";"Caches."
30237240;"Web camera.";"/";"/"
30237250;"Computer cleaning accessories.";"/";"/"
30237251;"Computer cleaning kits.";"/";"/"
30237252;"Pressurised air dusters.";"/";"/"
30237253;"Dust covers for computer equipment.";"/";"/"
30237260;"Monitor wall mount arms.";"/";"/"
30237270;"Portable computer carrying cases.";"/";"/"
30237280;"Power supply accessories.";"/";"/"
30237290;"Keyboard wrist rests.";"/";"/"
30237295;"Keyguards.";"/";"/"
30237300;"Computer supplies.";"30217300";"Computer supplies."
30237310;"Font cartridges for printers.";"30217310";"Font cartridges for printers."
30237320;"Diskettes.";"30217320";"Diskettes."
30237330;"Digital Audio Tape (DAT) cartridges.";"/";"/"
30237340;"Digital Linear Tape (DLT) cartridges.";"/";"/"
30237350;"Data cartridges.";"/";"/"
30237360;"Linear Tape-Open (LTO) cartridges.";"/";"/"
30237370;"Recording cartridges.";"/";"/"
30237380;"CD-ROM.";"25263000";"Compact discs."
;"#N/A";"30217340";"CD-ROM."
30237400;"Data entry accessories.";"30232100";"Back-up equipment."
;;"30232520";"Data-entry equipment."
30237410;"Computer mouse.";"30232120";"Computer mice."
30237420;"Joysticks.";"30232130";"Joysticks."
30237430;"Light pens.";"30232140";"Light pens."
30237440;"Trackballs.";"30232150";"Trackballs."
30237450;"Graphics tablets.";"30232160";"Graphics tablets."
30237460;"Computer keyboards.";"30233211";"Computer keyboards."
30237461;"Programmable keyboards.";"/";"/"
30237470;"Braille pads.";"30233212";"Braille pads."
30237475;"Electric sensors.";"/";"/"
30237480;"Input units.";"30233210";"Input units."
30238000;"Library automation equipment.";"30234000";"Library automation equipment."
31000000;"Electrical machinery, apparatus, equipment and consumables; Lighting.";"31000000";"Electrical machinery, apparatus, equipment and consumables."
31100000;"Electric motors, generators and transformers.";"31100000";"Electric motors, generators and transformers."
31110000;"Electric motors.";"31110000";"Electric motors."
31111000;"Adapters.";"31111000";"Adapters."
31120000;"Generators.";"31120000";"Generators."
31121000;"Generating sets.";"31121000";"Generating sets."
;"#N/A";"31129000";"Diesel-powered generator set."
31121100;"Generating sets with compression-ignition engines.";"31121100";"Generating sets with compression-ignition engines."
31121110;"Power converters.";"31121110";"Power converters."
31121111;"Electric rotary converters.";"31121111";"Electric rotary converters."
31121200;"Generating sets with spark-ignition engines.";"31121200";"Generating sets with spark-ignition engines."
31121300;"Wind-energy generators.";"31121300";"Wind-energy generators."
31121310;"Windmills.";"31121310";"Windmills."
31121320;"Wind turbines.";"31121320";"Wind turbines."
31121330;"Wind turbine generators.";"31121330";"Wind turbine generators."
31121331;"Turbine rotors.";"31121331";"Turbine rotors."
31121340;"Wind farm.";"31121340";"Wind farm."
31122000;"Generator units.";"31122000";"Generator units."
31122100;"Fuel cells.";"31122100";"Fuel cells."
31124000;"Steam-turbine generator and related apparatus.";"31124000";"Steam-turbine generator and related apparatus."
31124100;"Turbine generator sets.";"31124100";"Turbine generator sets."
31124200;"Turbine generator control apparatus.";"31124200";"Turbine generator control apparatus."
31126000;"Dynamos.";"31126000";"Dynamos."
31127000;"Emergency generator.";"31127000";"Emergency generator."
31128000;"Turbogenerator.";"31128000";"Turbogenerator."
31130000;"Alternators.";"31130000";"Alternators."
31131000;"Single-phase motors.";"31131000";"Single-phase motors."
31131100;"Actuators.";"31131100";"Actuators."
31131200;"Anodes.";"31131200";"Anodes."
31132000;"Multi-phase motors.";"31132000";"Multi-phase motors."
31140000;"Cooling towers.";"31140000";"Cooling towers."
31141000;"Water coolers.";"31141000";"Water coolers."
31150000;"Ballasts for discharge lamps or tubes.";"31150000";"Ballasts for discharge lamps or tubes."
31151000;"Static converters.";"31151000";"Static converters."
31153000;"Rectifiers.";"31153000";"Rectifiers."
31154000;"Uninterruptible power supplies.";"31154000";"Uninterruptible power supplies."
31155000;"Inverters.";"31155000";"Inverters."
31156000;"Interruptible power supplies.";"31156000";"Interruptible power supplies."
31157000;"Inductors.";"31157000";"Inductors."
31158000;"Chargers.";"31158000";"Chargers."
31158100;"Battery chargers.";"31158100";"Battery chargers."
31158200;"Supercharger.";"/";"/"
31158300;"Turbocharger.";"/";"/"
31160000;"Parts of electric motors, generators and transformers.";"31160000";"Parts of electric motors, generators and transformers."
31161000;"Parts for electrical motors and generators.";"31161000";"Parts for electrical motors and generators."
31161100;"Excitation systems.";"31161100";"Excitation systems."
31161200;"Gas cooling systems.";"31161200";"Gas cooling systems."
31161300;"Generator rotors.";"31161300";"Generator rotors."
31161400;"Primary water systems.";"31161400";"Primary water systems."
31161500;"Seal oil systems.";"31161500";"Seal oil systems."
31161600;"Stator cooling water systems.";"31161600";"Stator cooling water systems."
31161700;"Parts of steam generators.";"31161700";"Parts of steam generators."
31161800;"Parts of gas generators.";"31161800";"Parts of gas generators."
31161900;"Voltage-control systems.";"31161900";"Voltage-control systems."
31162000;"Parts of transformers, inductors and static converters.";"31162000";"Parts of transformers, inductors and static converters."
31162100;"Parts of condensers.";"31162100";"Parts of condensers."
31170000;"Transformers.";"31170000";"Transformers."
31171000;"Liquid dielectric transformers.";"31171000";"Liquid dielectric transformers."
31172000;"Voltage transformers.";"31172000";"Voltage transformers."
31173000;"Instrument transformer.";"31173000";"Instrument transformer."
31174000;"Power supply transformers.";"/";"/"
31200000;"Electricity distribution and control apparatus.";"31200000";"Electricity distribution and control apparatus."
31210000;"Electrical apparatus for switching or protecting electrical circuits.";"31210000";"Electrical apparatus for switching or protecting electrical circuits."
31211000;"Boards and fuse boxes.";"31211000";"Boards and fuse boxes."
31211100;"Boards for electrical apparatus.";"31211100";"Boards for electrical apparatus."
31211110;"Control panels.";"31211110";"Control panels."
31211200;"Fuse boxes.";"31211200";"Fuse boxes."
31211300;"Fuses.";"31211300";"Fuses."
31211310;"Cut-outs.";"31211310";"Cut-outs."
31211320;"Fuse blocks.";"/";"/"
31211330;"Fuse wires.";"/";"/"
31211340;"Fuse clips.";"/";"/"
31212000;"Circuit breakers.";"31212000";"Circuit breakers."
31212100;"Overhead circuit breakers.";"31212100";"Overhead circuit breakers."
31212200;"Circuit testers.";"31212200";"Circuit testers."
31212300;"Magnetic circuit breakers.";"/";"/"
31212400;"Miniature circuit breakers.";"/";"/"
31213000;"Distribution equipment.";"31213000";"Distribution equipment."
31213100;"Distribution boxes.";"31213100";"Distribution boxes."
31213200;"Distribution transformers.";"31213200";"Distribution transformers."
31213300;"Cable distribution cabinet.";"31213300";"Cable distribution cabinet."
31213400;"Distribution system.";"31213400";"Distribution system."
31214000;"Switchgear.";"31214000";"Switchgear."
31214100;"Switches.";"31214100";"Switches."
31214110;"Isolating switches.";"31214110";"Isolating switches."
31214120;"Earthing switch.";"31214120";"Earthing switch."
31214130;"Safety switches.";"/";"/"
31214140;"Dimmer switches.";"/";"/"
31214150;"Drum switches.";"/";"/"
31214160;"Pressure switches.";"/";"/"
31214170;"Toggle switches.";"/";"/"
31214180;"Slide switches.";"/";"/"
31214190;"Limit switches.";"/";"/"
31214200;"Switch disconnector.";"31214200";"Switch disconnector."
31214300;"Outdoor switching installations.";"31214300";"Outdoor switching installations."
31214400;"Fuse switch disconnector.";"31214400";"Fuse switch disconnector."
31214500;"Electric switchboards.";"31214500";"Electric switchboards."
31214510;"Distribution switchboards.";"31214510";"Distribution switchboards."
31214520;"Medium-voltage switchboards.";"31214520";"Medium-voltage switchboards."
31215000;"Voltage limiters.";"31215000";"Voltage limiters."
31216000;"Lightning arrestors.";"31216000";"Lightning arrestors."
31216100;"Lightning-protection equipment.";"31216100";"Lightning-protection equipment."
31216200;"Lightning conductors.";"31216200";"Lightning conductors."
31217000;"Surge suppressors.";"31217000";"Surge suppressors."
31218000;"Busbars.";"31218000";"Busbars."
31219000;"Protection boxes.";"31219000";"Protection boxes."
31220000;"Electrical circuit components.";"31220000";"Electrical circuit components."
31221000;"Electrical relays.";"31221000";"Electrical relays."
31221100;"Power relays.";"/";"/"
31221200;"General purpose relays.";"/";"/"
31221300;"Socket relays.";"/";"/"
31221400;"Alternating voltage relays.";"/";"/"
31221500;"Mercury relays.";"/";"/"
31221600;"Time relays.";"/";"/"
31221700;"Overload relays.";"/";"/"
31223000;"Lamp-holders.";"31223000";"Lamp-holders."
31224000;"Connections and contact elements.";"31224000";"Connections and contact elements."
31224100;"Plugs and sockets.";"31224100";"Plugs and sockets."
31224200;"Coaxial connectors.";"31224200";"Coaxial connectors."
31224300;"Connection boxes.";"31224300";"Connection boxes."
31224400;"Connection cables.";"31224400";"Connection cables."
31224500;"Terminals.";"31224500";"Terminals."
31224600;"Dimmers.";"31224600";"Dimmers."
31224700;"Junction boxes.";"31224700";"Junction boxes."
31224800;"Cable joining kits.";"31224800";"Cable joining kits."
31224810;"Extension cables.";"/";"/"
31230000;"Parts of electricity distribution or control apparatus.";"31230000";"Parts of electricity distribution or control apparatus."
31300000;"Insulated wire and cable.";"28000000";"Fabricated products and materials."
;;"31300000";"Insulated wire and cable."
31310000;"Mains.";"31310000";"Mains."
31311000;"Mains connections.";"31311000";"Mains connections."
31320000;"Power distribution cables.";"28421100";"Power cable."
;"#N/A";"31320000";"Power distribution cables."
31321000;"Electricity power lines.";"31321000";"Electricity power lines."
31321100;"Overhead power lines.";"31321100";"Overhead power lines."
31321200;"Low- and medium-voltage cable.";"28421120";"Low- and medium-voltage cable."
31321210;"Low-voltage cable.";"28421130";"Low-voltage cable."
31321220;"Medium-voltage cable.";"28421140";"Medium-voltage cable."
31321300;"High-voltage cable.";"28421150";"High-voltage cable."
31321400;"Underwater cable.";"28421200";"Underwater cable."
31321500;"Submarine cable.";"28421210";"Submarine cable."
31321600;"Shielded cable.";"28421400";"Shielded cable."
31321700;"Signalling cable.";"28421500";"Signalling cable."
31330000;"Coaxial cable.";"31330000";"Coaxial cable."
31340000;"Insulated cable accessories.";"31340000";"Insulated cable accessories."
31341000;"Insulated cable reels.";"31341000";"Insulated cable reels."
31342000;"Insulated cable junctions.";"31342000";"Insulated cable junctions."
31343000;"Insulated cable joints.";"31343000";"Insulated cable joints."
31344000;"Insulated cable glands.";"31344000";"Insulated cable glands."
31350000;"Electric conductors for data and control purposes.";"31350000";"Electric conductors for data and control purposes."
31351000;"Electric conductors for access control systems.";"31351000";"Electric conductors for access control systems."
31400000;"Accumulators, primary cells and primary batteries.";"31400000";"Accumulators, primary cells and primary batteries."
31410000;"Primary cells.";"31410000";"Primary cells."
31411000;"Alkaline batteries.";"/";"/"
31420000;"Primary batteries.";"31420000";"Primary batteries."
31421000;"Lead batteries.";"31421000";"Lead batteries."
31422000;"Battery packs.";"31422000";"Battery packs."
31430000;"Electric accumulators.";"31430000";"Electric accumulators."
31431000;"Lead-acid accumulators.";"31431000";"Lead-acid accumulators."
31432000;"Nickel-cadmium accumulators.";"31432000";"Nickel-cadmium accumulators."
31433000;"Nickel-iron accumulators.";"/";"/"
31434000;"Lithium accumulators.";"/";"/"
31440000;"Batteries.";"/";"/"
31500000;"Lighting equipment and electric lamps.";"31500000";"Lighting equipment and electric lamps."
31510000;"Electric filament lamps.";"31510000";"Electric filament lamps."
;"#N/A";"31513000";"Filament lamps."
31511000;"Sealed-beam lamp units.";"31511000";"Sealed-beam lamp units."
31512000;"Tungsten halogen filament lamps.";"31512000";"Tungsten halogen filament lamps."
31512100;"Halogen bulbs, linear.";"/";"/"
31512200;"Halogen bulbs, bi-pin.";"/";"/"
31512300;"Halogen bulbs, dichroic.";"/";"/"
31514000;"Discharge lamps.";"31514000";"Discharge lamps."
31515000;"Ultraviolet lamps.";"31515000";"Ultraviolet lamps."
31516000;"Infrared lamps.";"31516000";"Infrared lamps."
31517000;"Arc lamps.";"31517000";"Arc lamps."
31518000;"Signalling lights.";"31518000";"Signalling lights."
31518100;"Floodlights.";"31518100";"Floodlights."
31518200;"Emergency lighting equipment.";"31518200";"Emergency lighting equipment."
31518210;"Stormlights.";"/";"/"
31518220;"Light stick.";"/";"/"
31518300;"Rooflights.";"31518300";"Rooflights."
31518500;"Mercury-vapour lamps.";"31518500";"Mercury-vapour lamps."
31518600;"Searchlights.";"31518600";"Searchlights."
31519000;"Incandescent and neon lamps.";"/";"/"
31519100;"Incandescent lamps.";"/";"/"
31519200;"Neon lamps.";"/";"/"
31520000;"Lamps and light fittings.";"26152400";"Glass parts for lamps and lighting fittings, signs and nameplates."
;;"31520000";"Lamps and light fittings."
31521000;"Lamps.";"26152430";"Glass parts for lamps."
;"#N/A";"31521000";"Lamps."
31521100;"Desk lamps.";"31521100";"Desk lamps."
31521200;"Floor-standing lamps.";"31521200";"Floor-standing lamps."
31521300;"Portable electric lamps.";"31521300";"Portable electric lamps."
31521310;"Warning lights.";"31521310";"Warning lights."
31521320;"Torches.";"31521320";"Torches."
31521330;"Rechargeable portable electric lamps.";"/";"/"
31522000;"Christmas tree lights.";"31522000";"Christmas tree lights."
31523000;"Illuminated signs and nameplates.";"31523000";"Illuminated signs and nameplates."
31523100;"Advertising neon lights.";"/";"/"
31523200;"Permanent message signs.";"25244120";"Plastic signs."
;"#N/A";"26152412";"Glass signs."
;"#N/A";"31523200";"Permanent message signs."
31523300;"Illuminated nameplates.";"31523300";"Illuminated nameplates."
31524000;"Ceiling or wall light fittings.";"31524000";"Ceiling or wall light fittings."
31524100;"Ceiling light fittings.";"31524100";"Ceiling light fittings."
31524110;"Operating-theatre lamps.";"31524110";"Operating-theatre lamps."
31524120;"Ceiling lights.";"31524120";"Ceiling lights."
31524200;"Wall light fittings.";"31524200";"Wall light fittings."
31524210;"Wall lights.";"31524210";"Wall lights."
31527000;"Spotlights.";"31527000";"Spotlights."
31527200;"Exterior lights.";"31527200";"Exterior lights."
31527210;"Lanterns.";"31527210";"Lanterns."
31527260;"Lighting systems.";"31527260";"Lighting systems."
31527270;"Platforms lighting.";"31527270";"Platforms lighting."
31527300;"Domestic lights.";"31527300";"Domestic lights."
31527400;"Underwater lights.";"/";"/"
31530000;"Parts of lamps and lighting equipment.";"25244000";"Plastic parts of lamps, lighting fittings and nameplates."
;;"25244300";"Plastic lighting fittings."
;;"31530000";"Parts of lamps and lighting equipment."
31531000;"Light bulbs.";"31531000";"Light bulbs."
31531100;"Electric tubes.";"31531100";"Electric tubes."
31532000;"Parts of lamps and light fittings.";"25244000";"Plastic parts of lamps, lighting fittings and nameplates."
;"#N/A";"25244310";"Parts of plastic lighting fittings."
;"#N/A";"31532000";"Parts of lamps and light fittings."
31532100;"Tube lamps.";"/";"/"
31532110;"Fluorescent tube lamps.";"/";"/"
31532120;"Compact fluorescent tube lamps.";"/";"/"
31532200;"Ring lamps.";"/";"/"
31532210;"Fluorescent ring lamps.";"/";"/"
31532300;"Globe lamps.";"/";"/"
31532310;"Compact fluorescent globe lamps.";"/";"/"
31532400;"Lamps sockets.";"/";"/"
31532500;"Lamp starters.";"/";"/"
31532510;"Starters for fluorescent lamps.";"/";"/"
31532600;"Lamp reactors.";"/";"/"
31532610;"Reactors for fluorescent lamps.";"/";"/"
31532700;"Lamp covers.";"/";"/"
31532800;"Lamp arms.";"/";"/"
31532900;"Fluorescent lights.";"28815820";"Fluorescent lights."
31532910;"Fluorescent tubes.";"28815821";"Fluorescent tubes."
31532920;"Bulbs and fluorescent lamps.";"28815822";"Bulbs and fluorescent lamps."
31600000;"Electrical equipment and apparatus.";"31600000";"Electrical equipment and apparatus."
31610000;"Electrical equipment for engines and vehicles.";"31610000";"Electrical equipment for engines and vehicles."
31611000;"Wiring sets.";"31611000";"Wiring sets."
31612000;"Electrical wiring looms for engines.";"31612000";"Electrical wiring looms for engines."
31612200;"Starter motors.";"31612200";"Starter motors."
31612300;"Electrical signalling equipment for engines.";"31612300";"Electrical signalling equipment for engines."
31612310;"Blinkers.";"31612310";"Blinkers."
31620000;"Sound or visual signalling apparatus.";"31620000";"Sound or visual signalling apparatus."
31625000;"Burglar and fire alarms.";"31625000";"Burglar and fire alarms."
31625100;"Fire-detection systems.";"31625100";"Fire-detection systems."
31625200;"Fire-alarm systems.";"31625200";"Fire-alarm systems."
31625300;"Burglar-alarm systems.";"31625300";"Burglar-alarm systems."
31630000;"Magnets.";"31630000";"Magnets."
31640000;"Machines and apparatus with individual functions.";"31640000";"Machines and apparatus with individual functions."
31642000;"Electronic detection apparatus.";"31642000";"Electronic detection apparatus."
31642100;"Detection apparatus for metal pipes.";"31642100";"Detection apparatus for metal pipes."
31642200;"Detection apparatus for mines.";"31642200";"Detection apparatus for mines."
31642300;"Detection apparatus for plastics.";"31642300";"Detection apparatus for plastics."
31642400;"Detection apparatus for non-metallic objects.";"31642400";"Detection apparatus for non-metallic objects."
31642500;"Detection apparatus for timber.";"31642500";"Detection apparatus for timber."
31643000;"Particle accelerators.";"31643000";"Particle accelerators."
31643100;"Linear accelerators.";"31643100";"Linear accelerators."
31644000;"Miscellaneous data recorders.";"30232510";"Data recorders."
;"#N/A";"31644000";"Miscellaneous data recorders."
31645000;"Pinball machines.";"31645000";"Pinball machines."
31650000;"Insulating fittings.";"26232000";"Ceramic insulating fittings."
;"#N/A";"31650000";"Insulating fittings."
31651000;"Electrical tape.";"/";"/"
31660000;"Carbon electrodes.";"31660000";"Carbon electrodes."
31670000;"Electrical parts of machinery or apparatus.";"31670000";"Electrical parts of machinery or apparatus."
31671000;"Glass envelopes and cathode-ray tubes.";"26152100";"Glass envelopes and cathode-ray tubes."
31671100;"Glass envelopes.";"26152110";"Glass envelopes."
31671200;"Cathode-ray tubes.";"26152120";"Cathode-ray tubes."
31680000;"Electrical supplies and accessories.";"31680000";"Electrical supplies and accessories."
31681000;"Electrical accessories.";"31681000";"Electrical accessories."
31681100;"Electrical contacts.";"31681100";"Electrical contacts."
31681200;"Electric pumps.";"31681200";"Electric pumps."
31681300;"Electrical circuits.";"31681300";"Electrical circuits."
31681400;"Electrical components.";"31681400";"Electrical components."
31681410;"Electrical materials.";"31681410";"Electrical materials."
31681500;"Rechargers.";"31681500";"Rechargers."
31682000;"Electricity supplies.";"31682000";"Electricity supplies."
31682100;"Electricity boxes.";"31682100";"Electricity boxes."
31682110;"Electricity box covers.";"/";"/"
31682200;"Instrument panels.";"31682200";"Instrument panels."
31682210;"Instrumentation and control equipment.";"31682210";"Instrumentation and control equipment."
31682220;"Mixing panels.";"31682220";"Mixing panels."
31682230;"Graphic display panels.";"31682230";"Graphic display panels."
31682300;"Medium-voltage equipment.";"31682300";"Medium-voltage equipment."
31682310;"Medium-voltage panels.";"31682310";"Medium-voltage panels."
31682400;"Overhead electrical equipment.";"31682400";"Overhead electrical equipment."
31682410;"Overhead cable carriers.";"31682410";"Overhead cable carriers."
31682500;"Emergency electricity equipment.";"31682500";"Emergency electricity equipment."
31682510;"Emergency power systems.";"31682510";"Emergency power systems."
31682520;"Emergency shutdown systems.";"31682520";"Emergency shutdown systems."
31682530;"Emergency power supplies.";"31682530";"Emergency power supplies."
31682540;"Substation equipment.";"31682540";"Substation equipment."
31700000;"Electronic, electromechanical and electrotechnical supplies.";"31700000";"Electronic, electromechanical and electrotechnical supplies."
31710000;"Electronic equipment.";"31710000";"Electronic equipment."
;"#N/A";"32100000";"Electronic valves, tubes and electronic components."
31711000;"Electronic supplies.";"31711000";"Electronic supplies."
31711100;"Electronic components.";"31711100";"Electronic components."
31711110;"Transceivers.";"31711110";"Transceivers."
31711120;"Transducers.";"31711120";"Transducers."
31711130;"Resistors.";"31711130";"Resistors."
31711131;"Electrical resistors.";"32120000";"Electrical resistors."
31711140;"Electrodes.";"31711140";"Electrodes."
31711150;"Electrical capacitors.";"31152000";"Capacitors."
;"#N/A";"32110000";"Electrical capacitors."
31711151;"Fixed capacitors.";"32111000";"Fixed capacitors."
31711152;"Variable or adjustable capacitors.";"32112000";"Variable or adjustable capacitors."
31711154;"Capacitor banks.";"/";"/"
31711155;"Capacitor networks.";"/";"/"
31711200;"Electronic scoreboards.";"31711200";"Electronic scoreboards."
31711300;"Electronic timekeeping systems.";"31711300";"Electronic timekeeping systems."
31711310;"System for recording attendance.";"31711310";"System for recording attendance."
31711400;"Valves and tubes.";"25122100";"Vulcanised rubber tubes, pipes and hoses."
;"#N/A";"25212000";"Tubes, pipes and hoses."
;"#N/A";"32140000";"Valves and tubes."
31711410;"Cathode-ray television picture tubes.";"32141000";"Cathode-ray television picture tubes."
31711411;"Television camera tubes.";"32141100";"Television camera tubes."
31711420;"Microwave tubes and equipment.";"32142000";"Microwave tubes and equipment."
31711421;"Magnetrons.";"32142100";"Magnetrons."
31711422;"Microwave equipment.";"32142200";"Microwave equipment."
31711423;"Microwave radio equipment.";"32142210";"Microwave radio equipment."
31711424;"Klystrons.";"32142300";"Klystrons."
31711430;"Valve tubes.";"32143000";"Valve tubes."
31711440;"Receiver or amplifier valves and tubes.";"32144000";"Receiver or amplifier valves and tubes."
31711500;"Parts of electronic assemblies.";"32170000";"Parts of electronic assemblies."
31711510;"Parts of electrical capacitors.";"32171000";"Parts of electrical capacitors."
31711520;"Parts of electrical resistors, rheostats and potentiometers.";"32172000";"Parts of electrical resistors, rheostats and potentiometers."
31711530;"Parts of electronic valves and tubes.";"32173000";"Parts of electronic valves and tubes."
31712000;"Microelectronic machinery and apparatus and microsystems.";"31712000";"Microelectronic machinery and apparatus and microsystems."
31712100;"Microelectronic machinery and apparatus.";"31712100";"Microelectronic machinery and apparatus."
31712110;"Electronic integrated circuits and microassemblies.";"32160000";"Electronic integrated circuits and microassemblies."
31712111;"Phonecards.";"32161000";"Phonecards."
31712112;"SIM cards.";"32161100";"SIM cards."
31712113;"Cards containing integrated circuits.";"32162000";"Cards containing integrated circuits."
31712114;"Integrated electronic circuits.";"32163000";"Integrated electronic circuits."
31712115;"Microassemblies.";"32164000";"Microassemblies."
31712116;"Microprocessors.";"30211600";"Processors."
;"#N/A";"32165000";"Microprocessors."
31712117;"Integrated circuit packages.";"/";"/"
31712118;"Integrated circuit sockets or mounts.";"/";"/"
31712119;"Integrated circuit lids.";"/";"/"
31712200;"Microsystems.";"31712200";"Microsystems."
31712300;"Printed circuits.";"32130000";"Printed circuits."
31712310;"Populated printed circuit boards.";"32131000";"Populated printed circuit boards."
31712320;"Unpopulated printed circuit boards.";"32132000";"Unpopulated printed circuit boards."
31712330;"Semiconductors.";"32150000";"Semiconductors."
31712331;"Photovoltaic cells.";"/";"/"
31712332;"Thyristors.";"/";"/"
31712333;"Diacs.";"/";"/"
31712334;"Triacs.";"/";"/"
31712335;"Optical coupled isolators.";"/";"/"
31712336;"Crystal oscillators.";"/";"/"
31712340;"Diodes.";"32151000";"Diodes."
31712341;"Light-emitting diodes.";"32152000";"Light-emitting diodes."
31712342;"Microwave or small signal diodes.";"/";"/"
31712343;"Zener diodes.";"/";"/"
31712344;"Schottky diodes.";"/";"/"
31712345;"Tunnel diodes.";"/";"/"
31712346;"Photosensitive diodes.";"/";"/"
31712347;"Power or solar diodes.";"/";"/"
31712348;"Laser diodes.";"/";"/"
31712349;"Radio frequency (RF) diodes.";"/";"/"
31712350;"Transistors.";"32153000";"Transistors."
31712351;"Photo sensitive transistors.";"/";"/"
31712352;"Field effect transistors (FET).";"/";"/"
31712353;"Metal oxide field effect transistors (MOSFET).";"/";"/"
31712354;"Transistor chips.";"/";"/"
31712355;"Bipolar darlington or radio frequency (RF) transistors.";"/";"/"
31712356;"Unijunction transistors.";"/";"/"
31712357;"Insulated gate bipolar transistors (IGBT).";"/";"/"
31712358;"Junction field effect transistors (JFET).";"/";"/"
31712359;"Bipolar junction transistors (BJT).";"/";"/"
31712360;"Mounted piezo-electric crystals.";"32154000";"Mounted piezo-electric crystals."
31720000;"Electromechanical equipment.";"31720000";"Electromechanical equipment."
31730000;"Electrotechnical equipment.";"31730000";"Electrotechnical equipment."
31731000;"Electrotechnical supplies.";"31731000";"Electrotechnical supplies."
31731100;"Modules.";"32180000";"Modules."
32000000;"Radio, television, communication, telecommunication and related equipment.";"32000000";"Radio, television, communication, telecommunication and related equipment and apparatus."
